Student ID,Session ID,Date,EEG Data (PSD Features),Engagement Level,Attention Level,Internet Connectivity,Adaptivity Level,Learning Mode Prediction,Performance Metrics
1559,137,2025-01-29,"[0.8119131845765369, 0.7707657400508819, 0.8473622954081222]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,80
1560,153,2025-01-17,"[0.6121497426274971, 0.14906082602984205, 0.4944335156341685]",High,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,79
1561,188,2025-01-29,"[0.24516449098273752, 0.9143682661633089, 0.3350710959662313]",High,High,Low (Mobile),High,Auditory Learner,98
1562,153,2025-01-22,"[0.3028633929150707, 0.5396251239621421, 0.2571897850912471]",High,High,Low (Mobile),Low,Auditory Learner,81
1563,149,2025-01-11,"[0.7368129862219548, 0.07100355291664595, 0.5757714169881296]",Low,Low,Low (Mobile),Low,Kinesthetic Learner,66
1564,132,2025-01-18,"[0.5961976005893775, 0.4872468183001837, 0.010048303408403458]",High,High,Low (Mobile),Low,Visual Learner,86
1565,137,2025-01-28,"[0.25576319153501215, 0.2889596912760355, 0.3923075703611333]",Low,High,High (Mobile/Wi-Fi),High,Auditory Learner,60
1566,147,2025-01-24,"[0.589296671273236, 0.0982665270630918, 0.5806856388572874]",Moderate,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,62
1567,138,2025-01-29,"[0.964820071323668, 0.014829748353077266, 0.1468499546821902]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,91
1568,127,2025-01-19,"[0.8967113083979942, 0.7173882714014667, 0.16890460529930473]",Low,High,Low (Mobile),Low,Visual Learner,51
1569,187,2025-01-09,"[0.35662742436632067, 0.16059515857762174, 0.6153696389697274]",High,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,81
1570,121,2025-01-05,"[0.35675521714862335, 0.5776879554623131, 0.30379197536049307]",Low,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,95
1571,147,2025-01-02,"[0.4249745936970488, 0.4604265403172426, 0.5225490692368652]",Moderate,High,Low (Mobile),Moderate,Visual Learner,96
1572,118,2025-01-25,"[0.19637818739296276, 0.8641493567014935, 0.05986841390550668]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,64
1573,144,2025-01-05,"[0.3424295842641073, 0.7594203062605496, 0.606646557105479]",Low,Low,Low (Mobile),Moderate,Auditory Learner,66
1574,141,2025-01-04,"[0.08302063053739372, 0.3109370423224931, 0.03205526880537557]",High,Low,Moderate (Wi-Fi),Low,Auditory Learner,69
1575,159,2025-01-29,"[0.9150009818076256, 0.7389318319332198, 0.02522972465019757]",Moderate,Moderate,Low (Mobile),Low,Auditory Learner,86
1576,175,2025-01-12,"[0.2021187810847892, 0.19474098685955532, 0.5779941674829601]",High,Low,High (Mobile/Wi-Fi),High,Auditory Learner,92
1577,120,2025-01-29,"[0.035745472080850105, 0.06011631737589285, 0.4083192401540823]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,89
1578,161,2025-01-01,"[0.4760207757761492, 0.2571666408763372, 0.25570585209780294]",High,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,77
1579,110,2025-01-14,"[0.47958711528029385, 0.22895037514421668, 0.7634216329748881]",Moderate,High,Moderate (Wi-Fi),Moderate,Visual Learner,73
1580,108,2025-01-21,"[0.19384609796799213, 0.9015165096497683, 0.2756339235229336]",Moderate,Moderate,Low (Mobile),Low,Visual Learner,63
1581,110,2025-01-28,"[0.1835466890867815, 0.9819255211289015, 0.8765662880068079]",Moderate,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,75
1582,160,2025-01-21,"[0.046881480202954906, 0.4199297624793653, 0.259357586519684]",Low,High,Low (Mobile),Low,Kinesthetic Learner,86
1583,114,2025-01-26,"[0.6261272793589115, 0.3946286239345327, 0.1881699276641856]",Moderate,Low,Moderate (Wi-Fi),High,Auditory Learner,61
1584,162,2025-01-08,"[0.865743235346479, 0.8455373577578419, 0.9576344555560072]",Moderate,Moderate,Low (Mobile),Low,Auditory Learner,73
1585,144,2025-01-22,"[0.08439535901343109, 0.07688294762934911, 0.586935496932568]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,82
1586,151,2025-01-17,"[0.5845123809365846, 0.7315124202432194, 0.3146435043160253]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,77
1587,183,2025-01-22,"[0.14741779455286153, 0.40153574534920566, 0.9627996000765916]",High,Moderate,Moderate (Wi-Fi),High,Auditory Learner,74
1588,146,2025-01-22,"[0.48250219768738656, 0.7806990847558406, 0.2097105432112436]",High,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,94
1589,165,2025-01-06,"[0.56511438754813, 0.04740047616684351, 0.9218411957763338]",Low,Low,Moderate (Wi-Fi),Moderate,Visual Learner,55
1590,159,2025-01-12,"[0.24658903655380904, 0.5301190548115168, 0.6601799827742271]",High,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,91
1591,164,2025-01-24,"[0.6941269740300596, 0.7307895865975708, 0.13521823310786718]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,63
1592,126,2025-01-26,"[0.6891200773716932, 0.16794696301072776, 0.8943027232782008]",High,Low,Moderate (Wi-Fi),High,Auditory Learner,67
1593,165,2025-01-05,"[0.06637807273347396, 0.9915555014691626, 0.5467980114218625]",Low,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,67
1594,137,2025-01-16,"[0.0631149985971402, 0.05614554341014466, 0.11651905942273055]",High,Low,High (Mobile/Wi-Fi),Moderate,Visual Learner,51
1595,150,2025-01-11,"[0.568681124656831, 0.8317639104070238, 0.8951376582454655]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,52
1596,110,2025-01-09,"[0.3296284379052119, 0.9856980569997562, 0.868138734404019]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,78
1597,196,2025-01-04,"[0.6012108649589427, 0.5081410952898565, 0.26491654093163874]",High,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,74
1598,171,2025-01-12,"[0.17049390339915216, 0.2915346184922355, 0.31029392791415833]",Low,High,Low (Mobile),Moderate,Auditory Learner,79
1599,168,2025-01-04,"[0.5727768462326911, 0.16312488921935575, 0.5603292537500995]",High,High,Low (Mobile),High,Kinesthetic Learner,80
1600,105,2025-01-08,"[0.4633955800905051, 0.41855817594092437, 0.6284929937189798]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,97
1601,140,2025-01-27,"[0.5178855359253888, 0.620459534168492, 0.8951711192058267]",Moderate,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,56
1602,132,2025-01-01,"[0.8806501304632413, 0.912436832306621, 0.2027410766177371]",Moderate,Low,High (Mobile/Wi-Fi),High,Visual Learner,88
1603,171,2025-01-13,"[0.07575519615010229, 0.5073916527955523, 0.7021272919114095]",High,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,63
1604,132,2025-01-29,"[0.9534654368470019, 0.4382420935621023, 0.592627055071089]",Low,High,Low (Mobile),Moderate,Auditory Learner,90
1605,121,2025-01-22,"[0.2937648088799715, 0.5654796320046807, 0.751833769056141]",High,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,74
1606,197,2025-01-19,"[0.8219289414289215, 0.12390155405861458, 0.9497000061797282]",Moderate,High,Low (Mobile),Moderate,Kinesthetic Learner,82
1607,109,2025-01-05,"[0.02790375204495399, 0.22122355974551622, 0.5376516497511229]",Moderate,Moderate,Low (Mobile),Moderate,Visual Learner,72
1608,124,2025-01-22,"[0.5500681224450767, 0.5573639166551575, 0.42958974434336494]",High,Moderate,Moderate (Wi-Fi),Low,Visual Learner,65
1609,139,2025-01-18,"[0.3276930195654799, 0.7694078458739674, 0.506244449543962]",Moderate,Moderate,Low (Mobile),Low,Auditory Learner,50
1610,173,2025-01-22,"[0.9311900869088989, 0.8528173492722247, 0.07837086906045121]",Moderate,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,98
1611,106,2025-01-15,"[0.3746874889516072, 0.9998066438375455, 0.5165338952789562]",High,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,51
1612,153,2025-01-26,"[0.4667231902604051, 0.8679724511561868, 0.9213685793490067]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,91
1613,191,2025-01-27,"[0.11956077874092375, 0.695102207903197, 0.7542011032951981]",Low,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,89
1614,107,2025-01-30,"[0.11089958769557484, 0.31666553310430434, 0.21650851011193728]",High,Moderate,Moderate (Wi-Fi),High,Auditory Learner,92
1615,174,2025-01-09,"[0.964911508021578, 0.5640812778844627, 0.22613897412876194]",Low,Moderate,Moderate (Wi-Fi),Low,Visual Learner,72
1616,163,2025-01-24,"[0.9744231665089576, 0.6455275674023766, 0.5481541885476823]",Low,High,High (Mobile/Wi-Fi),High,Kinesthetic Learner,96
1617,136,2025-01-29,"[0.490568777021569, 0.00815342998541213, 0.6961180768012267]",Moderate,Moderate,Low (Mobile),High,Visual Learner,86
1618,128,2025-01-01,"[0.8590792028706385, 0.5682833871369398, 0.954918006989165]",Moderate,Moderate,Low (Mobile),High,Auditory Learner,92
1619,148,2025-01-21,"[0.773583440274142, 0.8182749539782282, 0.28664950992692406]",Low,Low,Low (Mobile),High,Visual Learner,50
1620,181,2025-01-04,"[0.6051458876926838, 0.10565142774784309, 0.9567003034330787]",Moderate,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,51
1621,122,2025-01-24,"[0.9352976987558332, 0.7443584458375662, 0.7861893621693506]",High,High,Low (Mobile),Moderate,Auditory Learner,74
1622,196,2025-01-20,"[0.4745245385446456, 0.3913768608788034, 0.09250012606391878]",Low,High,Low (Mobile),High,Auditory Learner,93
1623,175,2025-01-10,"[0.5412207951142016, 0.5287384712208756, 0.023152140053772863]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,77
1624,121,2025-01-08,"[0.3885653581593296, 0.9647183173768674, 0.3892243877338176]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,94
1625,199,2025-01-08,"[0.3901752053063098, 0.9858750876784074, 0.7436001792900754]",Low,Low,High (Mobile/Wi-Fi),Low,Auditory Learner,91
1626,178,2025-01-16,"[0.466590605075346, 0.7280119473459116, 0.8148243220819663]",High,High,High (Mobile/Wi-Fi),High,Auditory Learner,70
1627,177,2025-01-03,"[0.4874193908099208, 0.7583688942563032, 0.81874789566728]",Low,Moderate,Moderate (Wi-Fi),High,Visual Learner,80
1628,154,2025-01-11,"[0.5038266198693053, 0.633887592802787, 0.7625252680097823]",High,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,52
1629,113,2025-01-21,"[0.20400730716052995, 0.8774120894379636, 0.4973436730604739]",Moderate,High,Low (Mobile),Moderate,Visual Learner,77
1630,127,2025-01-07,"[0.10261281065819494, 0.395653590881779, 0.913367948857818]",High,Moderate,Moderate (Wi-Fi),Low,Visual Learner,70
1631,159,2025-01-18,"[0.8636026746461462, 0.6361066233217433, 0.07663115234916107]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,60
1632,186,2025-01-11,"[0.8600513257427205, 0.20970881841803513, 0.06715963482157472]",Low,Low,Low (Mobile),Moderate,Auditory Learner,68
1633,155,2025-01-07,"[0.7699751504994948, 0.8087651878660486, 0.13992237217816583]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,88
1634,115,2025-01-26,"[0.3189804502641477, 0.7375862801428863, 0.6598102341476171]",High,Low,Moderate (Wi-Fi),High,Auditory Learner,86
1635,151,2025-01-03,"[0.3461797755161913, 0.9598656151330078, 0.3095355068544956]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,89
1636,162,2025-01-04,"[0.32302892867761, 0.333766690080581, 0.3201820974960471]",Low,Low,Low (Mobile),Moderate,Auditory Learner,70
1637,175,2025-01-17,"[0.04237966645629554, 0.9075586278936347, 0.9661229099131317]",High,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,77
1638,169,2025-01-19,"[0.8790851842093649, 0.36577724024656966, 0.45553982202551835]",Moderate,Low,High (Mobile/Wi-Fi),Low,Visual Learner,90
1639,110,2025-01-20,"[0.12014669806191391, 0.6879386260835143, 0.8013527266292206]",Low,High,Moderate (Wi-Fi),High,Kinesthetic Learner,94
1640,129,2025-01-23,"[0.7705928937273336, 0.6692996703259232, 0.474632327226051]",Low,Low,Moderate (Wi-Fi),Low,Auditory Learner,54
1641,159,2025-01-10,"[0.2741647816581879, 0.13511949514140642, 0.3973442504101783]",High,Low,High (Mobile/Wi-Fi),High,Auditory Learner,74
1642,172,2025-01-14,"[0.5266043304831303, 0.025902608887058864, 0.4007312612525198]",High,Low,High (Mobile/Wi-Fi),High,Auditory Learner,60
1643,112,2025-01-08,"[0.7687683415892198, 0.3197701809945994, 0.8798052070924519]",Low,High,Moderate (Wi-Fi),High,Visual Learner,81
1644,142,2025-01-01,"[0.7505869369760124, 0.7197630030829089, 0.8712163558742912]",High,Low,Low (Mobile),Low,Kinesthetic Learner,52
1645,174,2025-01-15,"[0.10922596075728985, 0.2568170362914315, 0.13695271188603286]",High,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,83
1646,132,2025-01-26,"[0.2511470685606604, 0.3754045908493182, 0.12728699164964785]",Moderate,Low,High (Mobile/Wi-Fi),High,Visual Learner,86
1647,192,2025-01-11,"[0.4184393607920115, 0.477133330679544, 0.9887178640622739]",High,Low,High (Mobile/Wi-Fi),High,Visual Learner,64
1648,116,2025-01-01,"[0.9461390851980566, 0.6643027353154579, 0.48341750661783256]",High,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,89
1649,170,2025-01-03,"[0.10790939010372913, 0.0010975497268893575, 0.3435026711645752]",High,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,84
1650,157,2025-01-05,"[0.6912766332631147, 0.4008541704207087, 0.5067547007072382]",Moderate,Low,Low (Mobile),High,Kinesthetic Learner,66
1651,161,2025-01-05,"[0.7216127032094898, 0.6359165301899613, 0.3828536337096845]",Low,High,Moderate (Wi-Fi),Low,Visual Learner,83
1652,116,2025-01-07,"[0.11852737140227965, 0.253881142936053, 0.1497743374623629]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,81
1653,138,2025-01-19,"[0.7233829716814288, 0.7605255731436688, 0.2798464487850235]",Moderate,High,Moderate (Wi-Fi),Moderate,Visual Learner,89
1654,156,2025-01-21,"[0.8983504530250501, 0.5327238165806214, 0.9868440037655187]",High,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,53
1655,178,2025-01-13,"[0.32023960074422386, 0.5516380072702843, 0.24879294169653]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,66
1656,128,2025-01-30,"[0.7646186915694902, 0.9224780474249124, 0.7095673998127081]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,62
1657,148,2025-01-13,"[0.8304255458148329, 0.23019218454285628, 0.22971923415250628]",Low,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,78
1658,149,2025-01-12,"[0.904065518118551, 0.9491110586213746, 0.6896721660473728]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,88
1659,193,2025-01-27,"[0.4068305767203051, 0.05789387100263077, 0.4853632655362746]",High,Low,Low (Mobile),Moderate,Visual Learner,75
1660,189,2025-01-21,"[0.8454549886225188, 0.25846805134721296, 0.8262559323413967]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,71
1661,164,2025-01-04,"[0.8335272015027668, 0.593444086311115, 0.36034087712298535]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,84
1662,171,2025-01-04,"[0.9998571713929069, 0.5980714286010453, 0.5746045188830053]",High,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,52
1663,171,2025-01-29,"[0.22053208496445487, 0.05357463436055543, 0.9952246325637967]",High,High,Moderate (Wi-Fi),Moderate,Auditory Learner,90
1664,157,2025-01-25,"[0.6469652205482307, 0.8460585275544351, 0.14242035744120785]",Low,Low,Moderate (Wi-Fi),High,Visual Learner,73
1665,195,2025-01-30,"[0.9316226444104659, 0.5823196522394894, 0.9893064331558564]",High,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,99
1666,172,2025-01-20,"[0.08660344406436304, 0.2509700610579957, 0.7851114663121422]",High,High,Moderate (Wi-Fi),Moderate,Auditory Learner,54
1667,135,2025-01-14,"[0.6383847657069468, 0.6286096214427714, 0.005653161574112109]",Low,High,High (Mobile/Wi-Fi),Low,Visual Learner,58
1668,117,2025-01-12,"[0.4019165602804302, 0.4262140789862692, 0.23891652101496874]",High,Low,Low (Mobile),Moderate,Visual Learner,86
1669,173,2025-01-03,"[0.53331489918229, 0.6741466474231225, 0.5891707149370956]",Low,Moderate,Moderate (Wi-Fi),High,Auditory Learner,73
1670,123,2025-01-03,"[0.14236161136720504, 0.6002910924527374, 0.0174541798183242]",Low,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,94
1671,120,2025-01-13,"[0.7110782908212399, 0.14098039331188694, 0.4123107139700135]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,59
1672,116,2025-01-25,"[0.607163811144109, 0.017107950024450203, 0.2335643188323997]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,83
1673,185,2025-01-23,"[0.8359611199332563, 0.1905429894201245, 0.7255325319751464]",Moderate,Low,Moderate (Wi-Fi),Low,Auditory Learner,74
1674,109,2025-01-27,"[0.7775443978772043, 0.28952528038282865, 0.9418540267536829]",High,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,68
1675,104,2025-01-05,"[0.5471793013564872, 0.9960707593485966, 0.5435074919647481]",Moderate,Low,Low (Mobile),High,Visual Learner,90
1676,163,2025-01-15,"[0.3655189909625849, 0.5278204385307881, 0.012662758655257234]",Low,Moderate,Moderate (Wi-Fi),Low,Kinesthetic Learner,55
1677,167,2025-01-27,"[0.559292866775432, 0.7377883775552467, 0.50633346667176]",Low,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,77
1678,147,2025-01-09,"[0.24935798946522603, 0.5876612612664832, 0.6392068176695846]",Moderate,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,60
1679,158,2025-01-26,"[0.09959915137336872, 0.3415586262057859, 0.19142200096276518]",Moderate,High,Moderate (Wi-Fi),High,Auditory Learner,90
1680,162,2025-01-21,"[0.4447234555581707, 0.26313198671322846, 0.9510786029497941]",Moderate,High,High (Mobile/Wi-Fi),Low,Visual Learner,67
1681,106,2025-01-29,"[0.09375478422586703, 0.6494252965964238, 0.10493667168416188]",High,Low,High (Mobile/Wi-Fi),High,Auditory Learner,71
1682,140,2025-01-16,"[0.3121536633194003, 0.9181961570376546, 0.13879028712187458]",High,High,Low (Mobile),Moderate,Auditory Learner,96
1683,188,2025-01-22,"[0.18446012158274572, 0.8816314921306317, 0.7457566685628233]",Low,High,Low (Mobile),Low,Auditory Learner,76
1684,180,2025-01-13,"[0.798640752478983, 0.7722075308604507, 0.05853081535790472]",Low,Low,High (Mobile/Wi-Fi),High,Auditory Learner,56
1685,119,2025-01-03,"[0.4928947106178737, 0.8829051117255317, 0.25439793146010437]",High,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,92
1686,158,2025-01-01,"[0.16511191470873898, 0.6912774258407364, 0.4064645666343023]",Moderate,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,55
1687,170,2025-01-13,"[0.5937353574898644, 0.2181925819598537, 0.3548437244225924]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,75
1688,159,2025-01-28,"[0.07758602113144031, 0.9355184425227443, 0.5442427592604268]",High,Low,Low (Mobile),Low,Auditory Learner,57
1689,157,2025-01-01,"[0.270096348879456, 0.6902038349049897, 0.6601778006430448]",Low,High,Moderate (Wi-Fi),Low,Auditory Learner,82
1690,111,2025-01-18,"[0.31982451141240964, 0.478840904894992, 0.2778923024083758]",Moderate,High,Low (Mobile),Low,Auditory Learner,61
1691,140,2025-01-18,"[0.48687045702656384, 0.5014762119177796, 0.8855927038669681]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,52
1692,152,2025-01-03,"[0.4892029423296489, 0.48275577395589375, 0.6001867932571534]",Low,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,95
1693,122,2025-01-09,"[0.39831990958869257, 0.9237639160463946, 0.6323711484270698]",High,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,75
1694,173,2025-01-18,"[0.13704951867881254, 0.37317894287219455, 0.4163675524569168]",Low,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,94
1695,150,2025-01-22,"[0.1482720684198634, 0.4717965965589186, 0.8016685030992389]",High,Low,Low (Mobile),High,Auditory Learner,99
1696,185,2025-01-13,"[0.9997376831088967, 0.8295836912391252, 0.5872030514017944]",Low,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,81
1697,180,2025-01-28,"[0.11165350036717003, 0.6940974996601328, 0.20165286946870675]",High,Moderate,Low (Mobile),Low,Kinesthetic Learner,55
1698,141,2025-01-26,"[0.7334480163897508, 0.9241712241996838, 0.8120619720846712]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,84
1699,199,2025-01-15,"[0.9075473824310013, 0.35346573949624693, 0.04251206415394393]",Moderate,High,Low (Mobile),High,Auditory Learner,60
1700,113,2025-01-06,"[0.08304485092575542, 0.9445070733708292, 0.5422230691697844]",High,High,Moderate (Wi-Fi),Moderate,Auditory Learner,60
